"incident_date","incident_datetime","analysis_neighborhood","incident_category","incident_category","resolution","police_district","incident_description","incident_number"
"2022-10-01 00:00:00","2022-10-01 14:50:00","Portola","Drug Offense","Drug Offense","Cite or Arrest Adult","Bayview","Narcotics Paraphernalia, Possession of","220672930"
"2022-10-01 00:00:00","2022-10-01 14:50:00","Portola","Other Miscellaneous","Other Miscellaneous","Cite or Arrest Adult","Bayview","Resisting, Delaying, or Obstructing  Peace Officer Duties","220672930"
"2022-10-01 00:00:00","2022-10-01 14:50:00","Portola","Drug Offense","Drug Offense","Cite or Arrest Adult","Bayview","Narcotics Paraphernalia, Possession of","220672930"
"2022-10-01 00:00:00","2022-10-01 14:50:00","Portola","Other Miscellaneous","Other Miscellaneous","Cite or Arrest Adult","Bayview","Resisting, Delaying, or Obstructing  Peace Officer Duties","220672930"
"2022-10-01 00:00:00","2022-10-01 14:50:00","Portola","Drug Offense","Drug Offense","Cite or Arrest Adult","Bayview","Narcotics Paraphernalia, Possession of","220672930"
"2022-10-01 00:00:00","2022-10-01 14:50:00","Portola","Other Miscellaneous","Other Miscellaneous","Cite or Arrest Adult","Bayview","Driving While Under The Influence Of Drugs","220672930"
"2022-10-01 00:00:00","2022-10-01 14:50:00","Portola","Other Miscellaneous","Other Miscellaneous","Cite or Arrest Adult","Bayview","Driving While Under The Influence Of Drugs","220672930"
"2022-10-01 00:00:00","2022-10-01 14:50:00","Portola","Other Miscellaneous","Other Miscellaneous","Cite or Arrest Adult","Bayview","Resisting, Delaying, or Obstructing  Peace Officer Duties","220672930"
"2022-10-01 00:00:00","2022-10-01 14:50:00","Portola","Other Miscellaneous","Other Miscellaneous","Cite or Arrest Adult","Bayview","Resisting, Delaying, or Obstructing  Peace Officer Duties","220672930"
"2022-10-01 00:00:00","2022-10-01 14:50:00","Portola","Drug Offense","Drug Offense","Cite or Arrest Adult","Bayview","Narcotics Paraphernalia, Possession of","220672930"
"2022-10-01 00:00:00","2022-10-01 15:00:00","Financial District/South Beach","Larceny Theft","Larceny Theft","Open or Active","Southern","License Plate, Stolen","220674851"
"2022-10-01 00:00:00","2022-10-01 15:19:00","Japantown","Drug Offense","Drug Offense","Cite or Arrest Adult","Northern","Narcotics Paraphernalia, Possession of","220673035"
"2022-10-01 00:00:00","2022-10-01 15:19:00","Japantown","Warrant","Warrant","Cite or Arrest Adult","Northern","Warrant Arrest, Enroute To US Marshall","220673035"
"2022-10-01 00:00:00","2022-10-01 15:19:00","Japantown","Weapons Offense","Weapons Offense","Cite or Arrest Adult","Northern","Weapon, Carrying Concealed","220673035"
"2022-10-01 00:00:00","2022-10-01 15:24:00","Japantown","Malicious Mischief","Malicious Mischief","Open or Active","Northern","Malicious Mischief, Vandalism to Vehicle","220673007"
"2022-10-01 00:00:00","2022-10-01 15:24:00","Japantown","Assault","Assault","Open or Active","Northern","Battery","220673007"
"2022-10-01 00:00:00","2022-10-01 15:27:00","Mission","Malicious Mischief","Malicious Mischief","Open or Active","Mission","Malicious Mischief, Vandalism to Vehicle","220673063"
"2022-10-01 00:00:00","2022-10-01 15:30:00","Mission","Burglary","Burglary","Open or Active","Mission","Burglary, Apartment House, Unlawful Entry","220673057"
"2022-10-01 00:00:00","2022-10-01 15:36:00","Mission","Non-Criminal","Non-Criminal","Open or Active","Southern","Found  Property","220673029"
"2022-10-01 00:00:00","2022-10-01 15:49:00","South of Market","Non-Criminal","Non-Criminal","Open or Active","Southern","Dog, Bite or Attack","220673091"
"2022-10-01 00:00:00","2022-10-01 16:00:00","Outer Mission","Motor Vehicle Theft","Motor Vehicle Theft","Open or Active","Ingleside","Vehicle, Stolen, Truck","220677394"
"2022-10-01 00:00:00","2022-10-01 16:00:00","Inner Richmond","Courtesy Report","Courtesy Report","Open or Active","Out of SF","Courtesy Report","220677441"
"2022-10-01 00:00:00","2022-10-01 16:00:00","Mission","Fraud","Fraud","Open or Active","Mission","Access Card, incl. Credit, Phone, ATM, Fraudulent Use of","220677924"
"2022-10-01 00:00:00","2022-10-01 16:00:00","Inner Richmond","Lost Property","Lost Property","Open or Active","Out of SF","Lost Property","220677441"
"2022-10-01 00:00:00","2022-10-01 16:00:00","Excelsior","Larceny Theft","Larceny Theft","Open or Active","Ingleside","Theft, Vehicle Strip, >$950","220674704"
"2022-10-01 00:00:00","2022-10-01 16:03:00","Outer Richmond","Other Miscellaneous","Other Miscellaneous","Cite or Arrest Adult","Richmond","Resisting, Delaying, or Obstructing  Peace Officer Duties","220673085"
"2022-10-01 00:00:00","2022-10-01 16:03:00","Outer Richmond","Disorderly Conduct","Disorderly Conduct","Cite or Arrest Adult","Richmond","Alcohol, Under Influence Of In Public Place","220673085"
"2022-10-01 00:00:00","2022-10-01 16:03:00","Outer Richmond","Drug Offense","Drug Offense","Cite or Arrest Adult","Richmond","Hallucinogenics Offense","220673085"
"2022-10-01 00:00:00","2022-10-01 16:08:00","South of Market","Larceny Theft","Larceny Theft","Open or Active","Southern","Theft, From Locked Vehicle, >$950","220673552"
"2022-10-01 00:00:00","2022-10-01 16:09:00","Haight Ashbury","Motor Vehicle Theft","Motor Vehicle Theft","Open or Active","Park","Vehicle, Recovered, Stolen outside SF","220673104"
"2022-10-01 00:00:00","2022-10-01 16:10:00","Mission","Other Miscellaneous","Other Miscellaneous","Cite or Arrest Adult","Mission","Resisting, Delaying, or Obstructing  Peace Officer Duties","220673132"
"2022-10-01 00:00:00","2022-10-01 16:10:00","Mission","Other Miscellaneous","Other Miscellaneous","Cite or Arrest Adult","Mission","Trespassing","220673132"
"2022-10-01 00:00:00","2022-10-01 16:10:00","Mission","Malicious Mischief","Malicious Mischief","Cite or Arrest Adult","Mission","Malicious Mischief, Vandalism to Property","220673132"
"2022-10-01 00:00:00","2022-10-01 16:30:00","Inner Richmond","Non-Criminal","Non-Criminal","Open or Active","Richmond","Found  Property","220673609"
"2022-10-01 00:00:00","2022-10-01 16:30:00","Hayes Valley","Offences Against The Family And Children","Offences Against The Family And Children","Open or Active","Northern","Violation of Stay Away Order","220673182"
"2022-10-01 00:00:00","2022-10-01 16:30:00","Bayview Hunters Point","Recovered Vehicle","Recovered Vehicle","Open or Active","Bayview","Vehicle, Recovered, Auto","220672184"
"2022-10-01 00:00:00","2022-10-01 16:40:00","Mission","Missing Person","Missing Person","Open or Active","Mission","Found Person","220673546"
"2022-10-01 00:00:00","2022-10-01 16:40:00","Mission","Missing Person","Missing Person","Open or Active","Mission","Missing Adult","220673546"
"2022-10-01 00:00:00","2022-10-01 16:47:00","Bayview Hunters Point","Recovered Vehicle","Recovered Vehicle","Open or Active","Bayview","Vehicle, Recovered, Truck","220632928"
"2022-10-01 00:00:00","2022-10-01 17:00:00","Chinatown","Malicious Mischief","Malicious Mischief","Open or Active","Central","Malicious Mischief, Vandalism to Vehicle","220677134"
"2022-10-01 00:00:00","2022-10-01 17:00:00","Bayview Hunters Point","Motor Vehicle Theft","Motor Vehicle Theft","Open or Active","Bayview","Vehicle, Stolen, Auto","220678370"
"2022-10-01 00:00:00","2022-10-01 17:00:00","Chinatown","Vandalism","Vandalism","Open or Active","Central","Vehicle, Tampering","220677134"
"2022-10-01 00:00:00","2022-10-01 17:00:00","Noe Valley","Larceny Theft","Larceny Theft","Open or Active","Mission","Theft, Other Property, >$950","226181353"
"2022-10-01 00:00:00","2022-10-01 17:00:00","Potrero Hill","Larceny Theft","Larceny Theft","Open or Active","Bayview","Theft, Pickpocket, $200-$950","220674691"
"2022-10-01 00:00:00","2022-10-01 17:00:00","Tenderloin","Motor Vehicle Theft","Motor Vehicle Theft","Open or Active","Central","Vehicle, Stolen, Auto","220675376"
"2022-10-01 00:00:00","2022-10-01 17:00:00","Western Addition","Larceny Theft","Larceny Theft","Open or Active","Northern","Theft, From Locked Vehicle, $200-$950","220673706"
"2022-10-01 00:00:00","2022-10-01 17:00:00","Oceanview/Merced/Ingleside","Larceny Theft","Larceny Theft","Open or Active","Taraval","Theft, From Locked Vehicle, >$950","226180452"
"2022-10-01 00:00:00","2022-10-01 17:00:00","Hayes Valley","Malicious Mischief","Malicious Mischief","Open or Active","Northern","Malicious Mischief, Vandalism to Vehicle","220675304"
"2022-10-01 00:00:00","2022-10-01 17:00:00","North Beach","Larceny Theft","Larceny Theft","Open or Active","Central","Theft, From Locked Vehicle, >$950","220674061"
"2022-10-01 00:00:00","2022-10-01 17:00:00","Potrero Hill","Assault","Assault","Open or Active","Bayview","Battery","220674691"
"2022-10-01 00:00:00","2022-10-01 17:06:00","Castro/Upper Market","Robbery","Robbery","Open or Active","Northern","Robbery, W/ Force","220675263"
"2022-10-01 00:00:00","2022-10-01 17:06:00","Castro/Upper Market","Assault","Assault","Open or Active","Northern","False Imprisonment","220675263"
"2022-10-01 00:00:00","2022-10-01 17:06:00","Castro/Upper Market","Suspicious Occ","Suspicious Occ","Open or Active","Northern","Suspicious Occurrence","220675263"
"2022-10-01 00:00:00","2022-10-01 17:15:00","Mission","Motor Vehicle Theft","Motor Vehicle Theft","Open or Active","Mission","Vehicle, Stolen, Auto","220674475"
"2022-10-01 00:00:00","2022-10-01 17:19:00","Bayview Hunters Point","Warrant","Warrant","Cite or Arrest Adult","Bayview","Warrant Arrest, Enroute To Outside Jurisdiction","220673314"
"2022-10-01 00:00:00","2022-10-01 17:30:00","Chinatown","Courtesy Report","Courtesy Report","Open or Active","Out of SF","Courtesy Report","220677792"
"2022-10-01 00:00:00","2022-10-01 17:30:00","Chinatown","Larceny Theft","Larceny Theft","Open or Active","Out of SF","Theft, From Person, $50-$200 (other than Pickpocket)","220677792"
"2022-10-01 00:00:00","2022-10-01 17:44:00","Marina","Non-Criminal","Non-Criminal","Open or Active","Northern","Dog, Bite or Attack","220673427"
"2022-10-01 00:00:00","2022-10-01 18:00:00","Castro/Upper Market","Larceny Theft","Larceny Theft","Open or Active","Mission","Theft, Vehicle Strip, $200-$950","220675768"
"2022-10-01 00:00:00","2022-10-01 18:00:00","Oceanview/Merced/Ingleside","Malicious Mischief","Malicious Mischief","Open or Active","Taraval","Malicious Mischief, Vandalism to Vehicle","220677855"
"2022-10-01 00:00:00","2022-10-01 18:00:00","Excelsior","Motor Vehicle Theft","Motor Vehicle Theft","Open or Active","Bayview","Vehicle, Stolen, Auto","220674419"
"2022-10-01 00:00:00","2022-10-01 18:05:00","Pacific Heights","Burglary","Burglary","Open or Active","Northern","Burglary, Store, Forcible Entry","220674500"
"2022-10-01 00:00:00","2022-10-01 18:06:00","Russian Hill","Disorderly Conduct","Disorderly Conduct","Cite or Arrest Adult","Northern","Alcohol, Under Influence Of In Public Place","220673411"
"2022-10-01 00:00:00","2022-10-01 18:15:00","Golden Gate Park","Larceny Theft","Larceny Theft","Open or Active","Richmond","Theft, From Person, >$950 (other than Pickpocket)","220673455"
"2022-10-01 00:00:00","2022-10-01 18:21:00","Bayview Hunters Point","Other Miscellaneous","Other Miscellaneous","Open or Active","Bayview","Evading a Police Vehicle or Bicycle","220671158"
"2022-10-01 00:00:00","2022-10-01 18:30:00","Chinatown","Missing Person","Missing Person","Open or Active","Central","Missing Adult","220675821"
"2022-10-01 00:00:00","2022-10-01 18:30:00","Mission","Arson","Arson","Open or Active","Mission","Arson","220676324"
"2022-10-01 00:00:00","2022-10-01 18:34:00","Tenderloin","Non-Criminal","Non-Criminal","Open or Active","Tenderloin","Dog, Bite or Attack","220673433"
"2022-10-01 00:00:00","2022-10-01 18:36:00","Tenderloin","Other Miscellaneous","Other Miscellaneous","Cite or Arrest Adult","Tenderloin","Resisting, Delaying, or Obstructing  Peace Officer Duties","220673461"
"2022-10-01 00:00:00","2022-10-01 18:36:00","Tenderloin","Other Offenses","Other Offenses","Cite or Arrest Adult","Tenderloin","Municipal Code Violation (general)","220673461"
"2022-10-01 00:00:00","2022-10-01 18:43:00","Mission","Lost Property","Lost Property","Unfounded","Mission","Lost Property","220673483"
"2022-10-01 00:00:00","2022-10-01 18:45:00","Mission","Malicious Mischief","Malicious Mischief","Open or Active","Mission","Malicious Mischief, Vandalism to Property","226181369"
"2022-10-01 00:00:00","2022-10-01 18:56:00","Tenderloin","Larceny Theft","Larceny Theft","Cite or Arrest Adult","Central","Theft, Shoplifting, $200-$950","220673524"
"2022-10-01 00:00:00","2022-10-01 19:00:00","Financial District/South Beach","Suspicious Occ","Suspicious Occ","Open or Active","Central","Suspicious Occurrence","220674710"
"2022-10-01 00:00:00","2022-10-01 19:00:00","Financial District/South Beach","Non-Criminal","Non-Criminal","Open or Active","Central","Aided Case, Injured or Sick Person","220674710"
"2022-10-01 00:00:00","2022-10-01 19:18:00","Excelsior","Assault","Assault","Open or Active","Ingleside","Battery","220673502"
"2022-10-01 00:00:00","2022-10-01 19:22:00","Presidio Heights","Other Miscellaneous","Other Miscellaneous","Open or Active","Richmond","Trespassing","220673790"
"2022-10-01 00:00:00","2022-10-01 19:30:00","Financial District/South Beach","Larceny Theft","Larceny Theft","Open or Active","Central","Theft, From Locked Vehicle, >$950","220675025"
"2022-10-01 00:00:00","2022-10-01 19:30:00","Western Addition","Suspicious Occ","Suspicious Occ","Open or Active","Northern","Suspicious Occurrence","220673916"
"2022-10-01 00:00:00","2022-10-01 19:30:00","North Beach","Larceny Theft","Larceny Theft","Open or Active","Central","Theft, From Locked Vehicle, >$950","220673988"
"2022-10-01 00:00:00","2022-10-01 19:30:00","Sunset/Parkside","Suspicious Occ","Suspicious Occ","Open or Active","Taraval","Suspicious Occurrence","220673853"
"2022-10-01 00:00:00","2022-10-01 19:30:00","Tenderloin","Non-Criminal","Non-Criminal","Open or Active","Central","Mental Health Detention","220673580"
"2022-10-01 00:00:00","2022-10-01 19:41:00","Castro/Upper Market","Non-Criminal","Non-Criminal","Open or Active","Mission","Mental Health Detention","220673596"
"2022-10-01 00:00:00","2022-10-01 19:42:00","Bayview Hunters Point","Robbery","Robbery","Open or Active","Bayview","Robbery, W/ Force","220673568"
"2022-10-01 00:00:00","2022-10-01 20:00:00","Sunset/Parkside","Larceny Theft","Larceny Theft","Open or Active","Taraval","Theft, Vehicle Strip, >$950","220674914"
"2022-10-01 00:00:00","2022-10-01 20:00:00","Bayview Hunters Point","Other","Other","Open or Active","Bayview","Death Report, Natural Causes","220674384"
"2022-10-01 00:00:00","2022-10-01 20:00:00","Haight Ashbury","Burglary","Burglary","Open or Active","Park","Burglary, Residence, Forcible Entry","220676051"
"2022-10-01 00:00:00","2022-10-01 20:10:00","Nob Hill","Larceny Theft","Larceny Theft","Open or Active","Central","Theft, From Building, $50-$200","220673659"
"2022-10-01 00:00:00","2022-10-01 20:15:00","Lone Mountain/USF","Assault","Assault","Open or Active","Northern","Battery","220675194"
"2022-10-01 00:00:00","2022-10-01 20:22:00","Inner Richmond","Larceny Theft","Larceny Theft","Open or Active","Richmond","Theft, From Locked Vehicle, Att.","220673637"
"2022-10-01 00:00:00","2022-10-01 20:22:00","Inner Richmond","Larceny Theft","Larceny Theft","Open or Active","Richmond","Theft, From Locked Vehicle, >$950","220673637"
"2022-10-01 00:00:00","2022-10-01 20:30:00","Bayview Hunters Point","Assault","Assault","Open or Active","Bayview","Assault, Aggravated, W/ Force","220673687"
"2022-10-01 00:00:00","2022-10-01 20:31:00","West of Twin Peaks","Other Miscellaneous","Other Miscellaneous","Open or Active","Ingleside","Driving While Under The Influence Of Alcohol","220673671"
"2022-10-01 00:00:00","2022-10-01 20:31:00","null","Non-Criminal","Non-Criminal","Open or Active","Ingleside","Dog, Bite or Attack","220673665"
"2022-10-01 00:00:00","2022-10-01 20:32:00","Lakeshore","Suspicious Occ","Suspicious Occ","Open or Active","Taraval","Suspicious Occurrence","220673621"
"2022-10-01 00:00:00","2022-10-01 20:40:00","Tenderloin","Assault","Assault","Cite or Arrest Adult","Central","Assault, Aggravated, W/ Force","220673756"
"2022-10-01 00:00:00","2022-10-01 20:40:00","Tenderloin","Robbery","Robbery","Cite or Arrest Adult","Central","Shoplifting, Force against Agent","220673756"
"2022-10-01 00:00:00","2022-10-01 20:40:00","Tenderloin","Weapons Carrying Etc","Weapons Carrying Etc","Cite or Arrest Adult","Central","Weapon, Assault, Possession, Manufacture, or Sale","220673756"
"2022-10-01 00:00:00","2022-10-01 20:58:00","North Beach","Traffic Collision","Traffic Collision","Open or Active","Central","Traffic Collision, Hit & Run, Property Damage","220673734"
